Customer Id,Loan Account Number,Upload Type,Party Name,Relationship,Notice Type,Notice Reference Number,Notice Date,WhatsApp Delivery Status,WhatsApp Delivery Date,SMS Delivery Status,SMS Delivery Date,Physical Delivery Status,Physical Delivery Date,Physical Tracking ID,TransactionId,Status,Remarks
"=""41174""","=""1667""","=""Create""","=""Party 12""","=""Self""","=""Demand Notice""","=""NREF178826710708912""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708912""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 13""","=""Self""","=""Demand Notice""","=""NREF178826710708913""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708913""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 14""","=""Self""","=""Demand Notice""","=""NREF178826710708914""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708914""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 15""","=""Self""","=""Demand Notice""","=""NREF178826710708915""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708915""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 16""","=""Self""","=""Demand Notice""","=""NREF178826710708916""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708916""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 17""","=""Self""","=""Demand Notice""","=""NREF178826710708917""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708917""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 18""","=""Self""","=""Demand Notice""","=""NREF178826710708918""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708918""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 19""","=""Self""","=""Demand Notice""","=""NREF178826710708919""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708919""","=""20260901182251958""",Success,
,"=""1667""","=""Create""","=""Party 20""","=""Self""","=""Demand Notice""","=""NREF178826710708920""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708920""","=""20260901182251958""",Fail,Customer Id cannot be blank
"=""41174""","=""1667""","=""Create""","=""Party 21""","=""Self""","=""Demand Notice""","=""NREF178826710708921""","=""2035-12-31""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708921""","=""20260901182251958""",Fail,Invalid Notice Date
"=""41174""","=""1667""","=""Create""","=""Party 22""","=""Self""","=""Demand Notice""","=""DUP001""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708922""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Create""","=""Party 23""","=""Self""","=""Demand Notice""","=""DUP001""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708923""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Modify""","=""Party 24""","=""Self""","=""Demand Notice""","=""NREF178826710708924""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708924""","=""20260901182251958""",Fail,Invalid Upload Type
"=""CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC""","=""1667""","=""Create""","=""Party 25""","=""Self""","=""Demand Notice""","=""NREF178826710708925""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708925""","=""20260901182251958""",Fail,Customer Id length is invalid
"=""41174""","=""1667""","=""Create""","=""Party 26""","=""Self""","=""Demand Notice""","=""NREF178826710708926""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""",,"=""20260901182251958""",Fail,Physical Tracking ID Is Required
"=""41174""","=""1667""","=""Create""","=""Party 27""","=""Self""",,"=""NREF178826710708927""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708927""","=""20260901182251958""",Fail,Notice Type is Required
"=""41174""","=""1667""","=""Create""","=""Party 28""","=""Self""","=""Demand Notice""","=""NREF178826710708928""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708928""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 29""","=""Self""","=""Demand Notice""","=""NREF178826710708929""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708929""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 30""","=""Self""","=""Demand Notice""","=""NREF178826710708930""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708930""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 31""","=""Self""","=""Demand Notice""","=""NREF178826710708931""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708931""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 32""","=""Self""","=""Demand Notice""","=""NREF178826710708932""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708932""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 33""","=""Self""","=""Demand Notice""","=""NREF178826710708933""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708933""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 34""","=""Self""","=""Demand Notice""","=""NREF178826710708934""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708934""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 35""","=""Self""","=""Demand Notice""","=""NREF178826710708935""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708935""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 36""","=""Self""","=""Demand Notice""","=""NREF178826710708936""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708936""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 37""","=""Self""","=""Demand Notice""","=""NREF178826710708937""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708937""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 38""","=""Self""","=""Demand Notice""","=""NREF178826710708938""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708938""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 39""","=""Self""","=""Demand Notice""","=""NREF178826710708939""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708939""","=""20260901182251958""",Success,
,"=""1667""","=""Create""","=""Party 40""","=""Self""","=""Demand Notice""","=""NREF178826710708940""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708940""","=""20260901182251958""",Fail,Customer Id cannot be blank
"=""41174""","=""1667""","=""Create""","=""Party 41""","=""Self""","=""Demand Notice""","=""NREF178826710708941""","=""2035-12-31""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708941""","=""20260901182251958""",Fail,Invalid Notice Date
"=""41174""","=""1667""","=""Create""","=""Party 42""","=""Self""","=""Demand Notice""","=""DUP002""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708942""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Create""","=""Party 43""","=""Self""","=""Demand Notice""","=""DUP002""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708943""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Create""","=""Party 44""","=""Self""","=""Demand Notice""","=""NREF178826710708944""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708944""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 45""","=""Self""","=""Demand Notice""","=""NREF178826710708945""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708945""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 46""","=""Self""","=""Demand Notice""","=""NREF178826710708946""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708946""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 47""","=""Self""","=""Demand Notice""","=""NREF178826710708947""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708947""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 48""","=""Self""","=""Demand Notice""","=""NREF178826710708948""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708948""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 49""","=""Self""","=""Demand Notice""","=""NREF178826710708949""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708949""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 50""","=""Self""","=""Demand Notice""","=""NREF178826710708950""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708950""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 51""","=""Self""","=""Demand Notice""","=""NREF178826710708951""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708951""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 52""","=""Self""","=""Demand Notice""","=""NREF178826710708952""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708952""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 53""","=""Self""","=""Demand Notice""","=""NREF178826710708953""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708953""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 54""","=""Self""","=""Demand Notice""","=""NREF178826710708954""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708954""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 55""","=""Self""","=""Demand Notice""","=""NREF178826710708955""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708955""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 56""","=""Self""","=""Demand Notice""","=""NREF178826710708956""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708956""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 57""","=""Self""","=""Demand Notice""","=""NREF178826710708957""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708957""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 58""","=""Self""","=""Demand Notice""","=""NREF178826710708958""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708958""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 59""","=""Self""","=""Demand Notice""","=""NREF178826710708959""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708959""","=""20260901182251958""",Success,
,"=""1667""","=""Create""","=""Party 60""","=""Self""","=""Demand Notice""","=""NREF178826710708960""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708960""","=""20260901182251958""",Fail,Customer Id cannot be blank
"=""41174""","=""1667""","=""Create""","=""Party 61""","=""Self""","=""Demand Notice""","=""NREF178826710708961""","=""2035-12-31""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708961""","=""20260901182251958""",Fail,Invalid Notice Date
"=""41174""","=""1667""","=""Create""","=""Party 62""","=""Self""","=""Demand Notice""","=""DUP003""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708962""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Create""","=""Party 63""","=""Self""","=""Demand Notice""","=""DUP003""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708963""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Modify""","=""Party 64""","=""Self""","=""Demand Notice""","=""NREF178826710708964""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708964""","=""20260901182251958""",Fail,Invalid Upload Type
"=""CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC""","=""1667""","=""Create""","=""Party 65""","=""Self""","=""Demand Notice""","=""NREF178826710708965""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708965""","=""20260901182251958""",Fail,Customer Id length is invalid
"=""41174""","=""1667""","=""Create""","=""Party 66""","=""Self""","=""Demand Notice""","=""NREF178826710708966""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""",,"=""20260901182251958""",Fail,Physical Tracking ID Is Required
"=""41174""","=""1667""","=""Create""","=""Party 67""","=""Self""",,"=""NREF178826710708967""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708967""","=""20260901182251958""",Fail,Notice Type is Required
"=""41174""","=""1667""","=""Create""","=""Party 68""","=""Self""","=""Demand Notice""","=""NREF178826710708968""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708968""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 69""","=""Self""","=""Demand Notice""","=""NREF178826710708969""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708969""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 70""","=""Self""","=""Demand Notice""","=""NREF178826710708970""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708970""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 71""","=""Self""","=""Demand Notice""","=""NREF178826710708971""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708971""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 72""","=""Self""","=""Demand Notice""","=""NREF178826710708972""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708972""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 73""","=""Self""","=""Demand Notice""","=""NREF178826710708973""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708973""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 74""","=""Self""","=""Demand Notice""","=""NREF178826710708974""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708974""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 75""","=""Self""","=""Demand Notice""","=""NREF178826710708975""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708975""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 76""","=""Self""","=""Demand Notice""","=""NREF178826710708976""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708976""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 77""","=""Self""","=""Demand Notice""","=""NREF178826710708977""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708977""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 78""","=""Self""","=""Demand Notice""","=""NREF178826710708978""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708978""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 79""","=""Self""","=""Demand Notice""","=""NREF178826710708979""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708979""","=""20260901182251958""",Success,
,"=""1667""","=""Create""","=""Party 80""","=""Self""","=""Demand Notice""","=""NREF178826710708980""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708980""","=""20260901182251958""",Fail,Customer Id cannot be blank
"=""41174""","=""1667""","=""Create""","=""Party 81""","=""Self""","=""Demand Notice""","=""NREF178826710708981""","=""2035-12-31""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708981""","=""20260901182251958""",Fail,Invalid Notice Date
"=""41174""","=""1667""","=""Create""","=""Party 82""","=""Self""","=""Demand Notice""","=""DUP004""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708982""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Create""","=""Party 83""","=""Self""","=""Demand Notice""","=""DUP004""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708983""","=""20260901182251958""",Fail,Reference Number should be unique
"=""41174""","=""1667""","=""Create""","=""Party 84""","=""Self""","=""Demand Notice""","=""NREF178826710708984""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708984""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 85""","=""Self""","=""Demand Notice""","=""NREF178826710708985""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708985""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 86""","=""Self""","=""Demand Notice""","=""NREF178826710708986""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708986""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 87""","=""Self""","=""Demand Notice""","=""NREF178826710708987""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708987""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 88""","=""Self""","=""Demand Notice""","=""NREF178826710708988""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708988""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 89""","=""Self""","=""Demand Notice""","=""NREF178826710708989""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708989""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 90""","=""Self""","=""Demand Notice""","=""NREF178826710708990""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708990""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 91""","=""Self""","=""Demand Notice""","=""NREF178826710708991""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708991""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 92""","=""Self""","=""Demand Notice""","=""NREF178826710708992""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708992""","=""20260901182251958""",Success,
"=""41174""","=""1667""","=""Create""","=""Party 93""","=""Self""","=""Demand Notice""","=""NREF178826710708993""","=""2026-07-20""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-21""","=""Delivered""","=""2026-07-22""","=""TRK178826710708993""","=""20260901182251958""",Success,
